bias,time,
0.00164421717636287,1615879156.72118,
0.00164600741118193,1615879156.82133,
0.00164310715626925,1615879156.9212,
0.00164805992972106,1615879157.0212,
0.00164948008023202,1615879157.12121,
0.00163770455401391,1615879157.22125,
0.00164017849601805,1615879157.32122,
0.00164561485871673,1615879157.42129,
0.00165666593238711,1615879157.52124,
0.00165426556486636,1615879157.62128,
0.00164775887969881,1615879157.72121,
0.0016692717326805,1615879157.82131,
0.0016596307978034,1615879157.92117,
0.00165830831974745,1615879158.02128,
0.00164651114027947,1615879158.12125,
0.00165165960788727,1615879158.22121,
0.00165839260444045,1615879158.32121,
0.0016681794077158,1615879158.42118,
0.00167701044119895,1615879158.52121,
0.00164674851112068,1615879158.62019,
0.00164707051590085,1615879158.72019,
0.00167027954012156,1615879158.82117,
0.00165175192523748,1615879158.92017,
0.00166394980624318,1615879159.02032,
0.00169352430384606,1615879159.12021,
0.00167697062715888,1615879159.22025,
0.00164487480651587,1615879159.32023,
0.00167044915724546,1615879159.42019,
0.00170151575002819,1615879159.52021,
0.00169038644526154,1615879159.62026,
0.00169161567464471,1615879159.72022,
0.00172202056273818,1615879159.82021,
0.00171680224593729,1615879159.9202,
0.00167394347954541,1615879160.01929,
0.0016098425257951,1615879160.11922,
0.00166322733275592,1615879160.21935,
0.00166525773238391,1615879160.31921,
0.00166955799795687,1615879160.41921,
0.00168251222930849,1615879160.5192,
0.00168952066451311,1615879160.61928,
0.00167339760810137,1615879160.71933,
0.00164442358072847,1615879160.81927,
0.00172987428959459,1615879160.9192,
0.00168285181280226,1615879161.01923,
0.00171483692247421,1615879161.11918,
0.00166580232325941,1615879161.21921,
0.00168988737277687,1615879161.3192,
0.00163002067711204,1615879161.41934,
0.0016924578230828,1615879161.51917,
0.00169098482001573,1615879161.6192,
0.00170319515746087,1615879161.72017,
0.00165806605946273,1615879161.81825,
0.00168742460664362,1615879161.92122,
0.00171270663850009,1615879162.01932,
0.00172149634454399,1615879162.11822,
0.00167295953724533,1615879162.21822,
0.00172188226133585,1615879162.31826,
0.00176520878449082,1615879162.41837,
0.00167785526718944,1615879162.51817,
0.0017607124755159,1615879162.6182,
0.00176157499663532,1615879162.71819,
0.00172406388446689,1615879162.81827,
0.00160634086932987,1615879162.91821,
0.00161379738710821,1615879163.01531,
0.00166565331164747,1615879163.11818,
0.00174217706080526,1615879163.21824,
0.00160308158956468,1615879163.31822,
0.00168547686189413,1615879163.4183,
0.00170763907954097,1615879163.51821,
0.00173583463765681,1615879163.61931,
0.00181401683948934,1615879163.71723,
0.00171240826603025,1615879163.81721,
0.0016378682339564,1615879163.91724,
0.00174778082873672,1615879164.01814,
0.00172391277737916,1615879164.11819,
0.001770144328475,1615879164.21833,
0.0017876795027405,1615879164.3182,
0.0017071032198146,1615879164.41824,
0.00170856108888984,1615879164.51722,
0.00175283465068787,1615879164.61721,
0.00167468260042369,1615879164.71721,
0.00159397814422846,1615879164.8173,
0.00157754169777036,1615879164.91724,
0.00177400885149837,1615879165.01721,
0.00173350446857512,1615879165.11719,
0.00164959032554179,1615879165.21728,
0.00180255889426917,1615879165.31718,
0.00187663931865245,1615879165.41727,
0.00177802331745625,1615879165.51723,
0.00154404772911221,1615879165.61422,
0.00159116147551686,1615879165.71621,
0.00163238169625401,1615879165.81723,
0.00132395001128316,1615879165.9172,
0.00157833332195878,1615879166.01724,
0.000501425936818123,1615879166.11619,
-0.00193918822333217,1615879166.21627,
-0.00406535342335701,1615879166.31525,
-0.00544335274025798,1615879166.41626,
-0.00530714821070433,1615879166.51622,
